Customer Segment	RFM Score	M_quantile	F_quantile	R_quantitle	last_to_present	Total Paid	CustomerID	Quantity	InvoiceNo
Highest Paying Customer	121	1	2	1	11	1614.31	16992	860	93
Normal	134	4	3	1	72	216.85	13503	248	17
Newest Customer	144	4	4	1	27	107.95	14661	35	4
Normal	124	4	2	1	45	210.35	16415	187	54
Normal	344	4	4	3	186	154.83	17026	97	4
Normal	344	4	4	3	281	164.4	17535	136	13
Newest Customer	142	2	4	1	93	877.44	15653	1200	6
Newest Customer	144	4	4	1	58	216.17	13858	75	11
Normal	122	2	2	1	33	1154.47	16637	927	69
Highest Paying Customer	121	1	2	1	30	3084.68	16218	2088	84
Normal	134	4	3	1	45	267.13	15320	326	36
Normal	133	3	3	1	75	572.451	13405	165	27
Best Customer	111	1	1	1	5	4204.1	17920	2516	696
Best Customer	111	1	1	1	5	1625.97	14759	569	102
Newest Customer	143	3	4	1	82	358	13228	200	2
Normal	122	2	2	1	24	1383.18	14507	600	96
Newest Customer	143	3	4	1	67	432	16881	600	1
Newest Customer	144	4	4	1	75	104.35	15958	33	7
Normal	122	2	2	1	22	658.57	17779	397	82
Newest Customer	142	2	4	1	8	706.13	14126	508	15
Normal	333	3	3	3	257	346.6	13649	139	23
Highest Paying Customer	121	1	2	1	16	2001.04	18188	1168	71
Loyal Customer	113	3	1	1	9	303.09	15060	263	121
Normal	333	3	3	3	255	383.34	15424	554	17
Normal	232	2	3	2	157	1030.4	13253	1572	36
Best Customer	111	1	1	1	31	4757.95	17690	1773	256
Newest Customer	144	4	4	1	59	110.38	18277	68	8
Normal	344	4	4	3	283	110.38	16792	44	12
Best Customer	111	1	1	1	26	2925.91	14530	1410	216
Normal	124	4	2	1	5	199.29	17383	150	51
Normal	343	3	4	3	240	416.86	15935	115	12
Newest Customer	144	4	4	1	61	104.82	14027	62	6
Loyal Customer	313	3	1	3	281	411.53	14670	337	132
Normal	334	4	3	3	320	206.98	15820	128	17
Normal	133	3	3	1	71	443.05	16404	157	23
Normal	343	3	4	3	283	374	12873	128	4
Normal	133	3	3	1	32	329.25	15153	198	22
Best Customer	111	1	1	1	39	7239.92	16729	5783	660
Normal	122	2	2	1	23	1134.28	15489	608	50
Normal	122	2	2	1	31	1004.38	14214	751	67
Normal	133	3	3	1	59	444.74	17190	161	19
Normal	234	4	3	2	129	114.77	14972	28	18
Best Customer	111	1	1	1	30	6287.77	16126	2125	117
Loyal Customer	112	2	1	1	4	671.77	17883	379	145
Normal	343	3	4	3	243	309.52	14339	168	14
Normal	343	3	4	3	254	307.53	13060	123	15
Normal	243	3	4	2	131	329.6	17615	140	14
Normal	122	2	2	1	33	734.77	16362	351	81
Normal	234	4	3	2	178	151.42	16461	49	33
Normal	122	2	2	1	26	918.2	13549	458	51
Normal	122	2	2	1	2	870.12	15208	316	42
Loyal Customer	112	2	1	1	12	911.15	18096	825	213
Normal	334	4	3	3	244	239.49	13570	161	27
Normal	123	3	2	1	41	646.92	17373	408	57
Normal	133	3	3	1	5	598.57	13311	305	26
Normal	133	3	3	1	17	466.7	14205	204	24
Loyal Customer	212	2	1	2	170	1042.26	14584	383	100
Highest Paying Customer	121	1	2	1	16	11054.96	15482	5020	98
Best Customer	111	1	1	1	39	2285.71	17696	1756	115
Loyal Customer	113	3	1	1	2	493.28	15877	371	129
Newest Customer	144	4	4	1	18	161.67	17600	144	13
Normal	344	4	4	3	263	215.05	12831	135	9
Normal	132	2	3	1	44	1280.85	13538	175	25
Normal	343	3	4	3	243	406.08	14616	104	3
Normal	243	3	4	2	150	311.92	16450	200	11
Normal	132	2	3	1	34	658.88	16357	246	34
Normal	343	3	4	3	240	416.64	16957	172	16
Best Customer	111	1	1	1	19	6923.13	16713	4276	624
Normal	133	3	3	1	67	324.8	13801	168	23
Highest Paying Customer	121	1	2	1	53	3610.96	15505	2390	97
Normal	122	2	2	1	31	1197.1	17867	542	79
Churn Customer	444	4	4	4	366	174.4	14355	92	11
Newest Customer	144	4	4	1	54	204.24	17206	76	7
Loyal Customer	112	2	1	1	46	1337.48	16110	733	354
Best Customer	111	1	1	1	46	5203.51	16258	2994	135
Normal	344	4	4	3	278	149.64	15869	175	15
Normal	322	2	2	3	197	1027.44	15104	637	69
Best Customer	111	1	1	1	2	1602.13	14719	1032	237
Highest Paying Customer	141	1	4	1	30	1873.2	16986	1040	3
Normal	132	2	3	1	64	784.33	18136	379	38
Normal	134	4	3	1	18	164.23	12920	129	28
Highest Paying Customer	141	1	4	1	15	1771.2	15473	672	11
Normal	233	3	3	2	170	371.89	13300	203	20
Newest Customer	144	4	4	1	61	181.09	15886	147	12
Normal	344	4	4	3	186	152.4	17707	144	5
Normal	333	3	3	3	212	334.54	14988	141	40
Loyal Customer	112	2	1	1	24	914.69	16809	652	149
Highest Paying Customer	211	1	1	2	173	2643.2	18260	1478	134
Normal	132	2	3	1	19	701.4	14198	290	39
Highest Paying Customer	121	1	2	1	26	1687.6	13577	791	83
Normal	344	4	4	3	264	15	17763	12	1
Normal	134	4	3	1	93	121.74	13244	38	27
Best Customer	111	1	1	1	72	1993.7	18204	1200	200
Normal	243	3	4	2	134	337.44	15942	232	14
Normal	244	4	4	2	109	241.09	14523	251	12
Best Customer	111	1	1	1	20	7700.23	15044	2795	453
Normal	133	3	3	1	86	508.8	15417	284	28
Normal	433	3	3	4	374	311.81	14142	313	22
Normal	234	4	3	2	139	145.79	17935	82	29
Normal	133	3	3	1	54	546.81	17520	365	30
Best Customer	111	1	1	1	1	4413.1	16626	2690	179
Normal	344	4	4	3	284	204.5	15319	175	16
Normal	344	4	4	3	298	89.2	14760	40	5
Highest Paying Customer	211	1	1	2	124	3104.95	13869	1721	307
Best Customer	111	1	1	1	2	2520.02	13394	2392	155
Normal	122	2	2	1	88	1267.32	17037	656	75
Newest Customer	144	4	4	1	79	159	16213	48	6
Normal	322	2	2	3	191	1024.1	15658	242	48
Normal	133	3	3	1	58	575.4	13487	265	34
Normal	122	2	2	1	59	801.76	15831	1105	68
Normal	222	2	2	2	165	1327.16	15146	1473	91
Newest Customer	142	2	4	1	10	1463.04	12882	246	13
Newest Customer	144	4	4	1	24	148.86	17549	210	6
Normal	123	3	2	1	20	408.57	16399	264	73
Best Customer	111	1	1	1	3	2975.59	14032	2032	143
Normal	222	2	2	2	118	925.35	17048	485	43
Loyal Customer	112	2	1	1	25	781.28	15679	1170	110
Best Customer	111	1	1	1	58	6115.14	17509	3534	366
Best Customer	111	1	1	1	3	4799.9	15298	3116	192
Normal	334	4	3	3	234	149.58	17946	75	20
Best Customer	111	1	1	1	22	3219.77	13880	1842	165
Churn Customer	444	4	4	4	374	205.86	13065	74	14
Normal	334	4	3	3	275	282.93	14350	183	18
Normal	133	3	3	1	44	379.45	17878	401	26
Newest Customer	144	4	4	1	5	89.94	14219	78	7
Best Customer	111	1	1	1	10	1667.97	16115	1001	284
Normal	122	2	2	1	9	1131.56	15500	572	68
Best Customer	111	1	1	1	11	7044.68	14961	3708	312
Normal	134	4	3	1	67	111.68	17957	287	31
Loyal Customer	113	3	1	1	25	607.53	12933	499	106
Normal	134	4	3	1	76	272.22	17498	394	17
Best Customer	111	1	1	1	17	2619.91	16255	1767	270
Normal	234	4	3	2	148	187.92	14722	120	29
Normal	122	2	2	1	22	1461.14	17063	770	78
Highest Paying Customer	121	1	2	1	17	2202.99	13831	745	74
Normal	122	2	2	1	5	813.52	16600	1145	62
Best Customer	111	1	1	1	23	4559.15	17613	2496	312
Normal	122	2	2	1	22	1422.4	16463	1163	82
Normal	333	3	3	3	226	331.18	15210	228	20
Normal	344	4	4	3	320	91.8	13551	12	4
Best Customer	111	1	1	1	5	3512.53	16360	2144	662
Newest Customer	144	4	4	1	53	223.36	15637	128	15
Normal	133	3	3	1	36	604.51	12944	289	30
Normal	424	4	2	4	374	277.35	17968	160	85
Best Customer	111	1	1	1	41	1851.08	13421	1181	104
Normal	133	3	3	1	72	459.24	16589	368	33
Best Customer	111	1	1	1	59	3385.62	13842	1768	206
Newest Customer	144	4	4	1	25	271.4	13058	52	8
Highest Paying Customer	131	1	3	1	69	1592.06	14970	250	34
Best Customer	111	1	1	1	46	2182.28	14341	1403	129
Normal	132	2	3	1	19	957.66	13823	439	40
Normal	132	2	3	1	60	1309.14	16120	878	30
Normal	124	4	2	1	13	190.19	17885	167	64
Newest Customer	144	4	4	1	95	151.74	14208	114	10
Best Customer	111	1	1	1	79	2300.56	16735	1573	125
Normal	233	3	3	2	173	336.03	15921	166	25
Normal	234	4	3	2	132	156.58	15438	59	25
Normal	124	4	2	1	15	261.11	17385	201	47
Normal	132	2	3	1	31	1066.15	15027	565	35
Normal	122	2	2	1	10	996.26	14540	421	76
Best Customer	111	1	1	1	4	2094.88	18283	1397	756
Normal	124	4	2	1	62	292.32	13259	132	87
Normal	122	2	2	1	4	1545.62	16790	898	93
Newest Customer	144	4	4	1	44	239.41	17684	145	15
Normal	334	4	3	3	186	247.44	18072	288	18
Normal	133	3	3	1	2	326.75	16322	231	37
Normal	122	2	2	1	9	979.72	13509	1106	44
Highest Paying Customer	121	1	2	1	9	1932.23	14655	1089	49
Newest Customer	144	4	4	1	26	106.56	15168	52	5
Normal	123	3	2	1	78	363.65	16485	235	42
Best Customer	111	1	1	1	24	5528.48	15805	3387	301
Normal	344	4	4	3	277	108.5	17639	49	7
Best Customer	111	1	1	1	8	2179.93	12856	1079	314
Normal	424	4	2	4	374	243.28	17908	173	58
Newest Customer	144	4	4	1	100	207.36	13099	288	1
Loyal Customer	112	2	1	1	13	912	13782	371	115
Best Customer	111	1	1	1	57	2806.9	16081	1477	227
Normal	133	3	3	1	66	369.34	16758	203	22
Best Customer	111	1	1	1	24	4481.67	14426	2699	224
Highest Paying Customer	121	1	2	1	15	1676.06	13149	1280	86
Newest Customer	144	4	4	1	58	187.83	17279	48	9
Normal	242	2	4	2	132	765.32	14885	724	15
Normal	122	2	2	1	37	1016.14	13728	458	63
Normal	122	2	2	1	38	940.67	15576	404	45
Highest Paying Customer	121	1	2	1	24	7792.36	13629	4372	59
Normal	133	3	3	1	68	426.63	15930	139	21
Best Customer	111	1	1	1	9	4191	14146	2437	210
Normal	232	2	3	2	132	765.34	17695	779	35
Best Customer	111	1	1	1	61	2864.19	14535	1831	330
Normal	233	3	3	2	125	465.68	13248	305	26
Highest Paying Customer	321	1	2	3	257	4959.1	15032	2968	52
Best Customer	111	1	1	1	3	3078.58	18272	2050	166
Normal	123	3	2	1	27	397.35	15429	380	82
Best Customer	111	1	1	1	29	2429.03	17071	1197	140
Best Customer	111	1	1	1	2	2005.06	14730	1132	501
Highest Paying Customer	121	1	2	1	1	2092.32	17490	1134	76
Best Customer	111	1	1	1	38	2622.57	17965	1556	329
Normal	233	3	3	2	117	588.13	15624	357	34
Normal	244	4	4	2	171	114.56	16247	182	16
Normal	223	3	2	2	159	473.81	15349	327	72
Best Customer	111	1	1	1	5	4113.68	16592	2927	216
Best Customer	111	1	1	1	3	6363.59	13668	3742	470
Highest Paying Customer	131	1	3	1	18	4199.85	15971	1717	35
Normal	343	3	4	3	326	440	18233	4	1
Best Customer	111	1	1	1	31	5891.61	13209	4253	321
Normal	122	2	2	1	54	700.63	17734	422	43
Newest Customer	144	4	4	1	40	251.87	16836	165	11
Best Customer	111	1	1	1	52	2703.23	14107	1793	123
Newest Customer	144	4	4	1	26	139.56	14494	92	7
Newest Customer	144	4	4	1	95	243.36	17339	152	9
Normal	122	2	2	1	10	1043.41	15073	491	54
Normal	123	3	2	1	69	482.01	16693	204	60
Normal	333	3	3	3	309	393.49	17226	406	21
Newest Customer	144	4	4	1	23	91.8	13160	56	4
Normal	133	3	3	1	40	408.9	16018	190	28
Normal	122	2	2	1	19	1163.23	14447	571	70
Normal	244	4	4	2	107	120	14314	296	8
Normal	133	3	3	1	36	324.57	15597	279	22
Loyal Customer	112	2	1	1	33	1445.01	13717	1959	102
Normal	123	3	2	1	13	388.79	17595	229	83
Loyal Customer	112	2	1	1	68	1418.03	18116	848	378
Highest Paying Customer	121	1	2	1	31	2114.33	14691	707	71
Newest Customer	144	4	4	1	66	92.46	14054	62	6
Highest Paying Customer	131	1	3	1	9	2154.97	16966	1981	28
Normal	133	3	3	1	68	381.2	16441	173	24
Normal	122	2	2	1	73	1224.06	15841	942	47
Normal	122	2	2	1	19	977.93	15132	679	52
Newest Customer	143	3	4	1	50	463.8	14967	140	6
Best Customer	111	1	1	1	3	13316.4	15498	6105	512
Normal	132	2	3	1	30	1013.01	17197	191	29
Normal	334	4	3	3	190	232.21	16117	130	30
Best Customer	111	1	1	1	43	3432.8	14221	2191	193
Normal	222	2	2	2	128	889.93	14344	477	71
Best Customer	111	1	1	1	18	4730.81	16722	5001	225
Normal	324	4	2	3	265	299.6	16402	149	60
Normal	222	2	2	2	107	706.57	16309	467	42
Loyal Customer	113	3	1	1	20	637.89	14664	466	99
Normal	122	2	2	1	61	930.41	17552	719	49
Newest Customer	143	3	4	1	45	573.22	12879	370	10
Newest Customer	143	3	4	1	64	467.66	14029	198	15
Best Customer	111	1	1	1	2	18641.01	15159	11441	710
Normal	333	3	3	3	302	530.15	18159	139	23
Newest Customer	144	4	4	1	25	160.19	14714	229	10
Normal	333	3	3	3	246	484.95	15109	131	28
Normal	122	2	2	1	27	1051.4	16416	672	71
Highest Paying Customer	131	1	3	1	23	1936.32	15864	1192	20
Normal	243	3	4	2	125	375.1	14079	301	12
Normal	122	2	2	1	5	694.05	12925	541	45
Highest Paying Customer	211	1	1	2	157	2596.45	16919	1413	327
Best Customer	111	1	1	1	27	2036.67	18069	1311	470
Newest Customer	142	2	4	1	67	689.48	15181	544	16
Normal	344	4	4	3	261	251.21	13512	143	15
Normal	133	3	3	1	34	498.8	16488	728	29
Newest Customer	144	4	4	1	59	96.12	14642	76	2
Highest Paying Customer	221	1	2	2	135	1957.1	12853	800	78
Normal	232	2	3	2	120	712.29	17642	474	40
Newest Customer	143	3	4	1	85	412.01	15523	132	10
Normal	333	3	3	3	199	611.85	16763	319	23
Normal	133	3	3	1	76	309.04	13787	337	31
Highest Paying Customer	131	1	3	1	22	1927.32	13094	1716	24
Normal	222	2	2	2	115	817.86	16092	628	51
Normal	123	3	2	1	59	411.6	17913	289	59
Best Customer	111	1	1	1	58	2580.91	13911	2731	148
Best Customer	111	1	1	1	2	4810.94	13013	2224	219
Normal	133	3	3	1	43	463.46	17418	289	30
Loyal Customer	312	2	1	3	187	1046.57	16520	558	156
Normal	234	4	3	2	155	70.02	18037	20	19
Normal	133	3	3	1	61	397.98	13352	321	24
Best Customer	111	1	1	1	34	2736.46	15696	1028	171
Newest Customer	144	4	4	1	47	255.9	15277	205	12
Normal	122	2	2	1	95	1037.59	16175	533	58
Normal	344	4	4	3	360	74.4	18050	40	5
Best Customer	111	1	1	1	4	7616.53	15194	5703	310
Loyal Customer	112	2	1	1	5	959.01	14629	380	152
Loyal Customer	112	2	1	1	22	950.26	16511	417	169
Newest Customer	142	2	4	1	27	920.51	13984	679	16
Normal	244	4	4	2	159	101.1	16344	18	2
Newest Customer	144	4	4	1	11	246.3	15783	212	14
Normal	333	3	3	3	283	312.38	12834	110	18
Loyal Customer	112	2	1	1	13	1357.6	13232	778	207
Normal	323	3	2	3	320	483.86	14130	258	67
Normal	233	3	3	2	102	498.42	17298	387	30
Normal	123	3	2	1	66	384.05	15048	195	97
Normal	244	4	4	2	121	252.1	13645	158	5
Loyal Customer	112	2	1	1	13	853.72	16877	463	159
Normal	122	2	2	1	72	957.97	18192	339	45
Normal	344	4	4	3	255	56.4	17775	72	3
Normal	122	2	2	1	24	692.22	17198	357	96
Normal	222	2	2	2	178	683.17	14222	607	41
Normal	334	4	3	3	263	292.47	16721	172	37
Newest Customer	143	3	4	1	11	344	13068	200	2
Normal	344	4	4	3	248	206.21	14964	143	13
Newest Customer	142	2	4	1	18	1262.2	15497	624	15
Normal	322	2	2	3	240	1266.23	14105	800	74
Best Customer	111	1	1	1	72	1796.48	18235	1578	104
Normal	122	2	2	1	11	1197.42	13211	874	56
Normal	132	2	3	1	78	773.03	15075	447	27
Highest Paying Customer	211	1	1	2	152	2027.87	17337	1269	543
Normal	132	2	3	1	3	666.1	15969	124	20
Normal	433	3	3	4	373	303.97	17732	93	18
Normal	333	3	3	3	198	588.85	16838	185	25
Normal	133	3	3	1	76	349.7	13670	282	25
Best Customer	111	1	1	1	3	3482.74	16458	2154	202
Normal	133	3	3	1	66	583.75	15762	251	37
Normal	123	3	2	1	13	626.99	13546	359	98
Normal	122	2	2	1	4	1286.27	16949	791	60
Normal	122	2	2	1	18	1540.42	16365	504	51
Normal	124	4	2	1	34	193.42	17608	232	59
Highest Paying Customer	131	1	3	1	5	1785.15	14608	437	20
Normal	344	4	4	3	288	264.7	13973	109	11
Normal	132	2	3	1	47	734.94	15215	225	35
Highest Paying Customer	141	1	4	1	75	1759.5	12823	230	5
Normal	133	3	3	1	94	353.48	13210	316	22
Normal	132	2	3	1	39	692.19	17733	463	35
Normal	222	2	2	2	106	748.87	15074	455	42
Best Customer	111	1	1	1	8	2383.24	14493	1285	120
Normal	234	4	3	2	155	216.21	14104	72	21
Best Customer	111	1	1	1	9	16594.35	16839	8975	266
Normal	334	4	3	3	191	119.93	14453	49	22
Normal	133	3	3	1	24	478.78	16008	323	33
Best Customer	111	1	1	1	43	1593.38	17837	518	169
Normal	133	3	3	1	3	421.52	17232	203	36
Normal	344	4	4	3	219	252.06	13711	140	13
Normal	333	3	3	3	207	477.79	14320	325	31
Normal	134	4	3	1	27	116.01	13170	147	32
Normal	344	4	4	3	337	104.76	15607	202	13
Normal	244	4	4	2	166	243.76	18193	124	16
Best Customer	111	1	1	1	17	2624.26	13644	2067	146
Newest Customer	144	4	4	1	65	174.37	14518	278	16
Loyal Customer	112	2	1	1	97	1225.41	17774	512	156
Highest Paying Customer	131	1	3	1	83	1708.24	15947	898	29
Normal	244	4	4	2	172	190.53	15412	108	10
Normal	123	3	2	1	75	605.12	13233	1004	43
Normal	122	2	2	1	12	669.11	17299	678	57
Normal	344	4	4	3	274	121.17	15049	63	3
Normal	333	3	3	3	244	560.67	15655	324	34
Newest Customer	144	4	4	1	8	266.39	12962	129	16
Newest Customer	144	4	4	1	46	95.85	17024	69	3
Normal	243	3	4	2	169	388.5	13856	494	14
Normal	122	2	2	1	32	1257.51	16639	510	50
Normal	332	2	3	3	268	914.93	16216	254	37
Normal	122	2	2	1	86	679.68	15322	416	42
Normal	133	3	3	1	76	420.5	14757	160	19
Normal	123	3	2	1	33	405.62	18036	234	96
Normal	124	4	2	1	67	135.31	15276	64	52
Best Customer	111	1	1	1	20	2470.67	14502	1498	624
Normal	122	2	2	1	32	1341.42	18177	710	74
Best Customer	111	1	1	1	27	1965.55	17790	836	190
Best Customer	111	1	1	1	38	3158.13	15065	1383	155
Normal	244	4	4	2	113	288.18	15396	122	14
Loyal Customer	113	3	1	1	2	525.54	16892	239	99
Normal	133	3	3	1	20	470.76	15963	298	28
Best Customer	111	1	1	1	17	4095.9	16670	2556	252
Best Customer	111	1	1	1	17	2263.12	16057	863	121
Loyal Customer	112	2	1	1	34	1474.32	14404	839	103
Best Customer	111	1	1	1	4	3501.1	14907	1691	165
Normal	133	3	3	1	52	559.97	14273	264	29
Best Customer	111	1	1	1	12	3190.55	13758	1844	117
Normal	333	3	3	3	309	381.32	15090	208	23
Normal	222	2	2	2	101	1200.62	17320	634	73
Best Customer	111	1	1	1	3	2837.67	15984	1843	270
Normal	133	3	3	1	24	328.4	16855	164	19
Newest Customer	142	2	4	1	20	1309.6	14477	720	10
Best Customer	111	1	1	1	11	50491.81	14088	12665	589
Normal	244	4	4	2	136	60.7	13194	26	3
Normal	332	2	3	3	212	662.08	18218	584	21
Normal	232	2	3	2	179	674.52	17749	320	35
Newest Customer	143	3	4	1	6	635.68	15773	311	10
Normal	132	2	3	1	38	754.64	18104	362	38
Highest Paying Customer	121	1	2	1	1	2085.08	16954	1054	54
Normal	133	3	3	1	60	397.12	12824	232	25
Newest Customer	144	4	4	1	15	196.79	13978	315	15
Loyal Customer	112	2	1	1	33	889.25	14623	419	134
Normal	133	3	3	1	64	395.8	16354	150	39
Normal	343	3	4	3	303	307.02	17334	315	11
Normal	122	2	2	1	6	1360.28	14102	961	79
Normal	344	4	4	3	282	137.1	14483	97	9
Normal	132	2	3	1	57	779.9	18228	238	30
Highest Paying Customer	121	1	2	1	12	2791.35	17739	861	47
Best Customer	111	1	1	1	37	1869.82	16841	2250	116
Normal	123	3	2	1	19	396.92	13673	119	65
Normal	334	4	3	3	305	148.21	17859	127	25
Normal	344	4	4	3	327	146.85	14238	111	8
Best Customer	111	1	1	1	34	14758.22	15513	5709	308
Loyal Customer	112	2	1	1	61	1069.12	17214	276	103
Highest Paying Customer	121	1	2	1	43	1842.14	16102	942	57
Best Customer	111	1	1	1	1	14034.99	16705	5476	270
Normal	122	2	2	1	24	1101.97	14948	673	63
Best Customer	111	1	1	1	20	3456.7	17758	2091	412
Normal	344	4	4	3	268	71.4	13185	12	1
Normal	123	3	2	1	12	461.19	14470	193	43
Best Customer	111	1	1	1	2	6292.26	17315	3888	473
Normal	122	2	2	1	25	1488.32	13692	1226	53
Newest Customer	144	4	4	1	29	139.1	18209	58	8
Normal	132	2	3	1	96	913.19	15364	493	29
Loyal Customer	112	2	1	1	5	1018.43	14083	732	181
Normal	134	4	3	1	5	248.08	15097	170	25
Normal	344	4	4	3	261	40.5	15178	30	3
Normal	343	3	4	3	212	635.66	14000	710	15
Newest Customer	144	4	4	1	79	122.75	13519	23	8
Best Customer	111	1	1	1	29	2575.38	16912	1029	101
Normal	122	2	2	1	4	684.41	16495	337	97
Newest Customer	143	3	4	1	76	318	18066	108	10
Normal	122	2	2	1	76	884.14	15799	955	98
Normal	233	3	3	2	157	597.09	14645	381	30
Normal	132	2	3	1	66	1025.44	16160	1162	20
Normal	434	4	3	4	370	155.43	14813	67	30
Newest Customer	144	4	4	1	26	215.08	16519	54	13
Best Customer	111	1	1	1	17	7277.7	13018	5435	458
Newest Customer	143	3	4	1	67	373.94	13351	117	16
Normal	344	4	4	3	339	119.3	15266	18	6
Newest Customer	144	4	4	1	54	165.05	18042	33	7
Normal	122	2	2	1	2	984.57	17144	483	48
Normal	344	4	4	3	215	239.4	16756	106	13
Best Customer	111	1	1	1	26	1580.93	15532	521	256
Normal	232	2	3	2	101	1317.62	16083	908	31
Loyal Customer	113	3	1	1	27	626.07	14382	1237	131
Newest Customer	144	4	4	1	33	223.88	14929	136	11
Normal	123	3	2	1	8	360.01	13780	318	57
Best Customer	111	1	1	1	33	6010.42	13097	2363	423
Newest Customer	144	4	4	1	22	293.1	17163	66	5
Highest Paying Customer	121	1	2	1	2	2879.7	14251	1674	78
Normal	244	4	4	2	174	134.1	12837	24	12
Normal	133	3	3	1	71	300.02	18053	302	20
Normal	344	4	4	3	333	153.9	16351	90	8
Normal	123	3	2	1	30	373.24	16903	262	60
Normal	122	2	2	1	13	855.97	13991	998	84
Normal	123	3	2	1	26	484.38	16504	524	86
Normal	234	4	3	2	134	241.62	15776	138	18
Best Customer	111	1	1	1	24	2791.27	14626	1403	122
Normal	132	2	3	1	11	1079.61	15197	469	32
Normal	133	3	3	1	26	595.42	17658	616	19
Normal	344	4	4	3	240	139.05	15135	43	9
Normal	333	3	3	3	185	307.9	13466	259	17
Normal	334	4	3	3	227	201.19	16965	291	26
Loyal Customer	113	3	1	1	2	616.79	16442	446	174
Normal	244	4	4	2	125	260.25	14053	215	4
Best Customer	111	1	1	1	8	5630.87	14688	3621	327
Normal	434	4	3	4	368	181.12	18119	125	30
Best Customer	111	1	1	1	4	2832.84	14572	1428	270
Normal	344	4	4	3	332	197.65	14185	6	3
Highest Paying Customer	241	1	4	2	130	1740	17353	1200	8
Best Customer	111	1	1	1	23	5655.99	17716	3072	245
Normal	223	3	2	2	157	446.87	15889	215	93
Normal	223	3	2	2	156	361.11	13291	233	42
Highest Paying Customer	141	1	4	1	88	4314.72	18251	7824	16
Normal	124	4	2	1	39	233.23	14995	103	61
Highest Paying Customer	121	1	2	1	12	1981.92	13590	1848	87
Normal	223	3	2	2	170	642.41	15384	596	41
Normal	344	4	4	3	185	199.15	16832	33	12
Normal	122	2	2	1	3	987.1	18237	622	61
Normal	122	2	2	1	57	1520.58	13213	1360	90
Best Customer	111	1	1	1	4	5298.48	17730	3576	218
Newest Customer	142	2	4	1	15	692.85	14111	458	10
Normal	133	3	3	1	85	371.01	15975	243	24
Normal	334	4	3	3	356	193.64	17343	56	17
Normal	133	3	3	1	20	582.6	13427	545	29
Normal	123	3	2	1	62	360.16	16595	335	85
Normal	322	2	2	3	212	1522.75	16244	855	91
Normal	423	3	2	4	374	313.49	14729	197	71
Normal	133	3	3	1	59	376.64	17489	428	29
Best Customer	111	1	1	1	13	4552.14	17068	2164	296
Churn Customer	444	4	4	4	374	115.65	15350	51	5
Normal	222	2	2	2	132	683.9	12942	203	75
Normal	122	2	2	1	38	1098.43	17966	2571	68
Best Customer	111	1	1	1	18	8968.31	13488	4518	422
Normal	133	3	3	1	95	303.93	16400	172	29
Best Customer	111	1	1	1	8	17286.86	14031	5788	250
Highest Paying Customer	121	1	2	1	2	1952.45	17554	1763	88
Normal	133	3	3	1	18	616.26	16311	394	37
Normal	122	2	2	1	51	889.93	17007	597	52
Loyal Customer	112	2	1	1	4	1535.77	12877	1178	154
Newest Customer	144	4	4	1	25	195.25	14666	161	14
Best Customer	111	1	1	1	4	1936.07	15157	2392	125
Normal	133	3	3	1	12	380.35	17031	235	22
Normal	333	3	3	3	248	305.78	13863	224	20
Loyal Customer	112	2	1	1	90	771.91	12965	283	109
Best Customer	111	1	1	1	2	2385	17530	1526	394
Normal	123	3	2	1	45	638.05	14754	486	41
Normal	332	2	3	3	205	657.35	15648	221	25
Churn Customer	444	4	4	4	373	244.08	17925	72	1
Normal	224	4	2	2	104	162.29	15325	232	49
Normal	122	2	2	1	39	1247.69	14383	817	59
Normal	122	2	2	1	20	807.57	15533	289	83
Normal	334	4	3	3	251	127.84	13781	30	17
Normal	133	3	3	1	10	366.23	17911	223	39
Best Customer	111	1	1	1	8	1904.05	14250	1200	111
Best Customer	111	1	1	1	29	1715.46	17162	1001	104
Normal	344	4	4	3	319	106.83	16757	81	7
Best Customer	111	1	1	1	10	5010.28	14755	2219	235
Best Customer	111	1	1	1	18	2883.1	16633	1138	152
Normal	342	2	4	3	337	816	15649	192	2
Newest Customer	144	4	4	1	64	146.87	17030	146	11
Highest Paying Customer	131	1	3	1	12	2962.5	17924	1160	31
Best Customer	111	1	1	1	19	2209.36	13862	1688	139
Normal	344	4	4	3	191	296.7	17531	136	14
Loyal Customer	312	2	1	3	319	846.72	16222	365	137
Normal	133	3	3	1	41	396.33	18067	189	37
Best Customer	111	1	1	1	2	2895.64	17644	1793	157
Highest Paying Customer	121	1	2	1	19	2206.95	15179	1938	93
Normal	132	2	3	1	86	659.44	13518	392	38
Normal	132	2	3	1	68	830.76	14644	258	26
Highest Paying Customer	131	1	3	1	46	2043.08	14001	962	39
Normal	322	2	2	3	297	826.53	16494	675	50
Normal	344	4	4	3	291	113.44	16913	82	8
Normal	124	4	2	1	97	135.18	12851	109	50
Best Customer	111	1	1	1	1	3641.32	13426	2245	157
Normal	424	4	2	4	372	123.07	17967	80	48
Normal	122	2	2	1	24	1413.66	16245	1014	90
Normal	122	2	2	1	75	675.8	15626	766	49
Best Customer	111	1	1	1	29	2709.7	17069	1506	143
Normal	124	4	2	1	76	181.09	16594	64	53
Normal	334	4	3	3	212	271.24	13837	183	19
Best Customer	111	1	1	1	13	1960.11	15351	753	225
Normal	124	4	2	1	23	161.2	14362	100	41
Newest Customer	144	4	4	1	67	195.55	13792	92	13
